
---------- Begin Simulation Statistics ----------
simSeconds                                   0.021065                       # Number of seconds simulated (Second)
simTicks                                  21064746560                       # Number of ticks simulated (Tick)
finalTick                                 21064746560                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1999.80                       # Real time elapsed on the host (Second)
hostTickRate                                 10533451                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     811776                       # Number of bytes of host memory used (Byte)
simInsts                                    215360524                       # Number of instructions simulated (Count)
simOps                                      375935496                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   107691                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     187987                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           286                       # Clock period in ticks (Tick)
system.cpu.numCycles                         73652988                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.341999                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.923989                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       379225811                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      272                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      378267178                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  42743                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              3290576                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           5418326                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 143                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            73552189                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               5.142841                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              3.664850                       # Number of insts issued each cycle (Count)
system.cpu.fetchStats0.icacheStallCycles      6692190                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.ftq.inserts                              0                       # The number of FTQ insertions (Count)
system.cpu.ftq.removals                             0                       # The number of FTQ removals. Not including squashes (Count)
system.cpu.ftq.squashes                             0                       # The number of FTQ squashes (Count)
system.cpu.ftq.locks                                0                       # The number of times the FTQ got locked. (Count)
system.cpu.ftq.occupancy::samples                   0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::mean                    nan                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::stdev                   nan                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::underflows                0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::0-3                       0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::4-7                       0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::8                         0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::overflows                 0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::min_value                 0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::max_value                 0                       # Distribution of the FTQ occupation. (Count)
system.cpu.ftq.occupancy::total                     0                       # Distribution of the FTQ occupation. (Count)
system.cpu.icache.demandHits::cpu.inst        6634547                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total           6634547                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst       6634547                       # number of overall hits (Count)
system.cpu.icache.overallHits::total          6634547                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst         2823                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total            2823                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst         2823                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total           2823                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst     66075438                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total     66075438                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst     66075438                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total     66075438                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst      6637370                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total       6637370                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst      6637370                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total      6637370                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.000425                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.000425                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.000425                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.000425                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 23406.106270                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 23406.106270                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 23406.106270                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 23406.106270                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          104                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            8                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs             13                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_wbuffers          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks         1818                       # number of writebacks (Count)
system.cpu.icache.writebacks::total              1818                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst          491                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           491                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          491                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          491                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         2332                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         2332                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         2332                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         2332                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst     53632722                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total     53632722                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst     53632722                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total     53632722                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000351                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000351                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000351                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000351                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 22998.594340                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 22998.594340                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 22998.594340                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 22998.594340                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   1818                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst      6634547                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total         6634547                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         2823                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          2823                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst     66075438                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total     66075438                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst      6637370                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total      6637370                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000425                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000425                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 23406.106270                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 23406.106270                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          491                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          491                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         2332                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         2332                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst     53632722                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total     53632722                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000351                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000351                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 22998.594340                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 22998.594340                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  21064746560                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.prefetcher.demandMshrMisses         2332                       # demands not covered by prefetchs (Count)
system.cpu.icache.prefetcher.pfIssued               0                       # number of hwpf issued (Count)
system.cpu.icache.prefetcher.pfUseful               0                       # number of useful prefetch (Count)
system.cpu.icache.prefetcher.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.cpu.icache.prefetcher.accuracy             nan                       # accuracy of the prefetcher (Count)
system.cpu.icache.prefetcher.coverage               0                       # coverage brought by this prefetcher (Count)
system.cpu.icache.prefetcher.pfHitInCache            0                       # number of prefetches hitting in cache (Count)
system.cpu.icache.prefetcher.pfHitInMSHR            0                       # number of prefetches hitting in a MSHR (Count)
system.cpu.icache.prefetcher.pfHitInWB              0                       # number of prefetches hit in the Write Buffer (Count)
system.cpu.icache.prefetcher.pfLate                 0                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu.icache.prefetcher.pfIdentified            0                       # number of prefetch candidates identified (Count)
system.cpu.icache.prefetcher.pfBufferHit            0                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu.icache.prefetcher.pfInCache              0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu.icache.prefetcher.pfRemovedDemand            0                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu.icache.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu.icache.prefetcher.pfSpanPage             0                       # number of prefetches that crossed the page (Count)
system.cpu.icache.prefetcher.pfUsefulSpanPage            0                       # number of prefetches that is useful and crossed the page (Count)
system.cpu.icache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED  21064746560                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           511.797120                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs              6636878                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               2331                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs            2847.223509                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               92950                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   511.797120                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999604                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999604                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0          365                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1            4                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::2           17                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3            1                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          125                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses           53101291                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses          53101291                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  21064746560                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.dispatchStatus::running       73466747     99.88%     99.88% # Number of cycles dispatch is running (Cycle)
system.cpu.iew.dispatchStatus::blocked          10385      0.01%     99.90% # Number of cycles dispatch is blocked (Cycle)
system.cpu.iew.dispatchStatus::squashing        47562      0.06%     99.96% # Number of cycles dispatch is squashing (Cycle)
system.cpu.iew.dispatchStatus::unblocking        27495      0.04%    100.00% # Number of cycles dispatch is unblocking (Cycle)
system.cpu.iew.dispatchedInsts              379226083                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts               290349                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                 30320729                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                13712275                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                   146                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                      5022                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                    22052                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents            237                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect          28823                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect        25530                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts                54353                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                377910858                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount               377907448                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                 310151062                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                 432062977                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        5.130918                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.717838                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           4576                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                      836866                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                  262162                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                  595                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                 237                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                  87849                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                  105                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                      0                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples           30058567                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::mean              6.025164                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::stdev             5.586561                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::0-9               25879828     86.10%     86.10% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::10-19              1814584      6.04%     92.13% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::20-29              2360645      7.85%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::30-39                 1581      0.01%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::40-49                  391      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::50-59                  202      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::60-69                    8      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::70-79                   10      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::80-89                    6      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::90-99                    3      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::100-109                  3      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::110-119                  2      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::120-129                  5      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::130-139                  6      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::140-149                  1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::150-159                  5      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::160-169                  2      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::170-179                  1      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::180-189                  5      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::190-199                  2      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::210-219                  6      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::230-239                  3      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::240-249                 11      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::250-259                  6      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::260-269                  4      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::270-279                 11      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::280-289                 15      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::290-299                 14      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::overflows             1207      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::max_value              380                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::total             30058567                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.addedLoadsAndStores          44033004                       # Number of loads and stores written to the Load Store Queue (Count)
system.cpu.lsq0.lqAvgOccupancy                   0.04                       # Average LQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.lsq0.sqAvgOccupancy                   0.47                       # Average SQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.mmu.dtb.rdAccesses                30245339                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                13668740                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.exAccesses                       0                       # TLB accesses on execute (instr) requests (Count)
system.cpu.mmu.dtb.rdMisses                       700                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                      2133                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.exMisses                         0                       # TLB misses on execute (instr) requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  21064746560                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                       0                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.exAccesses                 6638123                       # TLB accesses on execute (instr) requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                         0                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.exMisses                       980                       # TLB misses on execute (instr) requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  21064746560                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  21064746560                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.status::Running            29989201     40.77%     40.77% # Number of cycles rename is running (Cycle)
system.cpu.rename.status::Idle               10516643     14.30%     55.07% # Number of cycles rename is idle (Cycle)
system.cpu.rename.status::Squashing             47562      0.06%     55.14% # Number of cycles rename is squashing (Cycle)
system.cpu.rename.status::Blocked               47518      0.06%     55.20% # Number of cycles rename is blocking (Cycle)
system.cpu.rename.status::Unblocking         32947853     44.80%    100.00% # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.status::SerializeStall         3412      0.00%    100.00% # Number of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.renamedInsts              379862394                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                    89                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                  75103                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.SQFullEvents               23909622                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents         7805354                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands           811409628                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                  1397257205                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                418922766                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                   4724782                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             803689289                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  7720286                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     131                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 110                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  88292210                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned               261198181                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                  2786206                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                        450153102                       # The number of ROB reads (Count)
system.cpu.rob.writes                       758497549                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                215360524                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                  375935496                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs               43682992                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    55                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       286                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2bus.transDist::ReadResp              1183063                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty        1219164                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackClean           1818                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict               2492                       # Transaction distribution (Count)
system.l2bus.transDist::HardPFReq                7423                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                  2                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                 2                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq               40754                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp              40754                       # Transaction distribution (Count)
system.l2bus.transDist::ReadCleanReq             2332                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq         1180732                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port         6475                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port      3663950                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                  3670425                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       265152                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port    156193472                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                 156458624                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                              8111                       # Total snoops (Count)
system.l2bus.snoopTraffic                        8512                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples             1231925                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.000917                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.030272                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                   1230795     99.91%     99.91% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                      1130      0.09%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total               1231925                       # Request fanout histogram (Count)
